#RIC,Alias Underlying RIC,Domain,Date-Time,Type,Price,Volume,Market VWAP,Buyer ID,Bid Price,Bid Size,Seller ID,Ask Price,Ask Size,Qualifiers,Exch Time,Date,Tick Dir.,Open,High,Low,Turnover
PXA.AX,,Market Price,2025-01-15 15:51:13.045225909+11:00,Trade,13.03,85.0,12.99613,,13.03,869.0,,13.04,610.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1431991.59
PXA.AX,,Market Price,2025-01-15 15:51:13.045225909+11:00,Trade,13.03,21.0,12.996137,,13.03,869.0,,13.04,610.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1432265.22
PXA.AX,,Market Price,2025-01-15 15:51:13.045225909+11:00,Trade,13.03,11.0,12.99614,,13.03,869.0,,13.04,610.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1432408.55
PXA.AX,,Market Price,2025-01-15 15:51:13.045225909+11:00,Trade,13.03,17.0,12.996145,,13.03,869.0,,13.04,610.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1432630.06
PXA.AX,,Market Price,2025-01-15 15:51:13.045225909+11:00,Trade,13.03,22.0,12.996152,,13.03,430.0,,13.04,610.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1432916.72
PXA.AX,,Market Price,2025-01-15 15:51:13.045225909+11:00,Trade,13.03,20.0,12.996158,,13.03,430.0,,13.04,610.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1433177.32
PXA.AX,,Market Price,2025-01-15 15:51:13.045225909+11:00,Trade,13.03,26.0,12.996166,,13.03,430.0,,13.04,610.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1433516.1
PXA.AX,,Market Price,2025-01-15 15:51:13.045225909+11:00,Trade,13.03,1.0,12.996166,,13.03,430.0,,13.04,610.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1433529.13
PXA.AX,,Market Price,2025-01-15 15:51:13.045225909+11:00,Trade,13.03,21.0,12.996173,,13.03,430.0,,13.04,610.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1433802.76
PXA.AX,,Market Price,2025-01-15 15:51:13.045225909+11:00,Trade,13.03,23.0,12.99618,,13.03,430.0,,13.04,610.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1434102.45
PXA.AX,,Market Price,2025-01-15 15:51:13.045225909+11:00,Trade,13.03,4.0,12.996181,,13.03,430.0,,13.04,610.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1434154.57
PXA.AX,,Market Price,2025-01-15 15:51:13.045338946+11:00,Trade,13.03,67.0,12.996202,,13.02,523.0,,13.04,660.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1435027.58
PXA.AX,,Market Price,2025-01-15 15:51:13.045338946+11:00,Trade,13.03,74.0,12.996224,,13.02,523.0,,13.04,660.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1435991.8
PXA.AX,,Market Price,2025-01-15 15:51:13.045338946+11:00,Trade,13.03,22.0,12.996231,,13.02,523.0,,13.04,660.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1436278.46
PXA.AX,,Market Price,2025-01-15 15:51:13.045338946+11:00,Trade,13.03,21.0,12.996237,,13.02,523.0,,13.03,100.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1436552.09
PXA.AX,,Market Price,2025-01-15 15:51:13.045338946+11:00,Trade,13.03,186.0,12.996294,,13.02,523.0,,13.03,100.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1438975.67
PXA.AX,,Market Price,2025-01-15 15:51:13.045338946+11:00,Trade,13.03,17.0,12.996299,,13.02,523.0,,13.03,100.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1439197.18
PXA.AX,,Market Price,2025-01-15 15:51:13.045338946+11:00,Trade,13.03,22.0,12.996306,,13.02,523.0,,13.03,100.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1439483.84
PXA.AX,,Market Price,2025-01-15 15:51:13.045338946+11:00,Trade,13.03,18.0,12.996311,,13.02,473.0,,13.03,100.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1439718.38
PXA.AX,,Market Price,2025-01-15 15:51:13.045338946+11:00,Trade,13.03,3.0,12.996312,,13.02,473.0,,13.03,100.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1439757.47
PXA.AX,,Market Price,2025-01-15 15:51:13.045338946+11:00,Trade,13.03,1.0,12.996313,,13.02,473.0,,13.03,89.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1439770.5
PXA.AX,,Market Price,2025-01-15 15:51:13.045338946+11:00,Trade,13.03,10.0,12.996316,,13.02,373.0,,13.03,89.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1439900.8
PXA.AX,,Market Price,2025-01-15 15:51:13.045338946+11:00,Trade,13.03,5.0,12.996317,,13.02,373.0,,13.03,84.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1439965.95
PXA.AX,,Market Price,2025-01-15 15:51:13.045338946+11:00,Trade,13.03,2.0,12.996318,,13.02,373.0,,13.03,82.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1439992.01
PXA.AX,,Market Price,2025-01-15 15:51:13.045541715+11:00,Trade,13.03,7.0,12.99632,,13.02,373.0,,13.03,75.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1440083.22
PXA.AX,,Market Price,2025-01-15 15:51:13.045541715+11:00,Trade,13.03,7.0,12.996322,,13.02,373.0,,13.03,75.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.920000000,2025-01-15,v,12.74,13.06,12.7,1440174.43
PXA.AX,,Market Price,2025-01-15 15:51:13.045541715+11:00,Trade,13.03,1.0,12.996322,,13.02,373.0,,13.03,68.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:12.921000000,2025-01-15,v,12.74,13.06,12.7,1440187.46
PXA.CHA,,Market Price,2025-01-15 15:51:13.374867796+11:00,Trade,13.03,22.0,12.9968,,13.03,134.0,,13.04,108.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];[CONDCODE_1];""OB   ""[TR_TRD_FLG]",04:51:13.248973000,2025-01-15,v,12.9,13.06,12.9,268591.0
PXA.CHA,,Market Price,2025-01-15 15:51:13.374867796+11:00,Trade,13.03,20.0,12.9968,,13.03,114.0,,13.04,108.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:51:13.248973000,2025-01-15, ,12.9,13.06,12.9,268852.0
PXA.CHA,,Market Price,2025-01-15 15:51:13.374867796+11:00,Trade,13.03,20.0,12.9968,,13.03,94.0,,13.04,108.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:51:13.248973000,2025-01-15, ,12.9,13.06,12.9,269113.0
PXA.CHA,,Market Price,2025-01-15 15:51:13.374867796+11:00,Trade,13.03,2.0,12.9968,,13.03,92.0,,13.04,108.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:51:13.248973000,2025-01-15, ,12.9,13.06,12.9,269139.0
PXA.CHA,,Market Price,2025-01-15 15:51:13.374867796+11:00,Trade,13.03,2.0,12.9968,,13.03,90.0,,13.04,108.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:51:13.248973000,2025-01-15, ,12.9,13.06,12.9,269165.0
PXA.CHA,,Market Price,2025-01-15 15:51:13.374867796+11:00,Trade,13.03,18.0,12.9969,,13.03,72.0,,13.04,108.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:51:13.249296000,2025-01-15, ,12.9,13.06,12.9,269399.0
PXA.CHA,,Market Price,2025-01-15 15:51:13.374867796+11:00,Trade,13.03,20.0,12.9969,,13.03,52.0,,13.04,108.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:51:13.249296000,2025-01-15, ,12.9,13.06,12.9,269660.0
PXA.CHA,,Market Price,2025-01-15 15:51:13.374867796+11:00,Trade,13.03,20.0,12.9969,,13.03,32.0,,13.04,108.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:51:13.249296000,2025-01-15, ,12.9,13.06,12.9,269920.0
PXA.CHA,,Market Price,2025-01-15 15:51:13.374867796+11:00,Trade,13.03,1.0,12.9969,,13.03,31.0,,13.04,108.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:51:13.249296000,2025-01-15, ,12.9,13.06,12.9,269933.0
PXA.CHA,,Market Price,2025-01-15 15:51:13.374867796+11:00,Trade,13.03,2.0,12.9969,,13.03,29.0,,13.04,108.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:51:13.249296000,2025-01-15, ,12.9,13.06,12.9,269959.0
PXA.CHA,,Market Price,2025-01-15 15:51:13.374867796+11:00,Trade,13.03,4.0,12.9969,,13.03,25.0,,13.04,108.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:51:13.249296000,2025-01-15, ,12.9,13.06,12.9,270012.0
PXA.CHA,,Market Price,2025-01-15 15:51:13.374867796+11:00,Trade,13.03,20.0,12.997,,13.03,5.0,,13.04,108.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:51:13.249296000,2025-01-15, ,12.9,13.06,12.9,270272.0
PXA.CHA,,Market Price,2025-01-15 15:51:13.374867796+11:00,Trade,13.03,5.0,12.997,,13.02,420.0,,13.04,108.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:51:13.249296000,2025-01-15, ,12.9,13.06,12.9,270337.0
PXA.AX,,Market Price,2025-01-15 15:51:13.375478744+11:00,Trade,13.03,66.0,12.996342,,13.03,145.0,,13.04,591.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:13.248000000,2025-01-15,v,12.74,13.06,12.7,1441047.44
PXA.AX,,Market Price,2025-01-15 15:51:13.376078901+11:00,Trade,13.03,1.0,12.996343,,13.03,39.0,,13.04,435.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:51:13.250000000,2025-01-15,v,12.74,13.06,12.7,1441060.47
PXA.AX,,Market Price,2025-01-15 15:51:13.386049136+11:00,Trade,13.035,21.0,12.99635,,13.03,1.0,,13.04,435.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],04:51:13.262000000,2025-01-15,^,12.74,13.06,12.7,1441334.205
PXA.AX,,Market Price,2025-01-15 15:52:31.856358464+11:00,Trade,13.04,3.0,12.996351,,13.03,337.0,,13.04,372.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1441373.325
PXA.AX,,Market Price,2025-01-15 15:52:31.856358464+11:00,Trade,13.04,51.0,12.996371,,13.03,337.0,,13.04,372.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1442038.365
PXA.AX,,Market Price,2025-01-15 15:52:31.860569381+11:00,Trade,13.04,2.0,12.996372,,13.03,337.0,,13.04,372.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1442064.445
PXA.AX,,Market Price,2025-01-15 15:52:31.861330923+11:00,Trade,13.04,124.0,12.996421,,13.03,337.0,,13.04,372.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1443681.405
PXA.AX,,Market Price,2025-01-15 15:52:31.861330923+11:00,Trade,13.04,1.0,12.996421,,13.03,337.0,,13.04,372.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1443694.445
PXA.AX,,Market Price,2025-01-15 15:52:31.861330923+11:00,Trade,13.04,1.0,12.996422,,13.03,337.0,,13.04,372.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1443707.485
PXA.AX,,Market Price,2025-01-15 15:52:31.861330923+11:00,Trade,13.04,17.0,12.996428,,13.03,337.0,,13.04,36.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1443929.165
PXA.AX,,Market Price,2025-01-15 15:52:31.861330923+11:00,Trade,13.04,7.0,12.996431,,13.03,337.0,,13.04,36.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1444020.445
PXA.AX,,Market Price,2025-01-15 15:52:31.861330923+11:00,Trade,13.04,66.0,12.996457,,13.03,337.0,,13.04,36.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1444881.085
PXA.AX,,Market Price,2025-01-15 15:52:31.861330923+11:00,Trade,13.04,35.0,12.996471,,13.03,337.0,,13.04,18.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1445337.485
PXA.AX,,Market Price,2025-01-15 15:52:31.861330923+11:00,Trade,13.04,7.0,12.996473,,13.03,412.0,,13.04,18.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1445428.765
PXA.AX,,Market Price,2025-01-15 15:52:31.861330923+11:00,Trade,13.04,22.0,12.996482,,13.03,412.0,,13.04,18.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1445715.645
PXA.AX,,Market Price,2025-01-15 15:52:31.861330923+11:00,Trade,13.04,8.0,12.996485,,13.03,412.0,,13.04,12.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1445819.965
PXA.AX,,Market Price,2025-01-15 15:52:31.861330923+11:00,Trade,13.04,6.0,12.996487,,13.03,412.0,,13.04,12.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.733000000,2025-01-15,^,12.74,13.06,12.7,1445898.205
PXA.CHA,,Market Price,2025-01-15 15:52:31.884194679+11:00,Trade,13.04,1.0,12.997,,13.03,273.0,,13.04,34.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:52:31.759045000,2025-01-15,^,12.9,13.06,12.9,270350.0
PXA.CHA,,Market Price,2025-01-15 15:52:31.884194679+11:00,Trade,13.04,1.0,12.997,,13.03,273.0,,13.04,33.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:52:31.759045000,2025-01-15, ,12.9,13.06,12.9,270363.0
PXA.CHA,,Market Price,2025-01-15 15:52:31.884194679+11:00,Trade,13.04,14.0,12.997,,13.03,273.0,,13.04,19.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:52:31.759045000,2025-01-15, ,12.9,13.06,12.9,270546.0
PXA.AX,,Market Price,2025-01-15 15:52:31.886382653+11:00,Trade,13.04,12.0,12.996492,,13.03,414.0,,13.04,12.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.759000000,2025-01-15,^,12.74,13.06,12.7,1446054.685
PXA.CHA,,Market Price,2025-01-15 15:52:31.904111897+11:00,Trade,13.04,16.0,12.9971,,13.03,273.0,,13.04,3.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:52:31.781776000,2025-01-15, ,12.9,13.06,12.9,270755.0
PXA.CHA,,Market Price,2025-01-15 15:52:31.904111897+11:00,Trade,13.04,3.0,12.9971,,13.03,273.0,,13.05,394.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:52:31.781776000,2025-01-15, ,12.9,13.06,12.9,270794.0
PXA.AX,,Market Price,2025-01-15 15:52:31.905485712+11:00,Trade,13.05,3.0,12.996493,,13.03,414.0,,13.05,982.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.781000000,2025-01-15,^,12.74,13.06,12.7,1446093.835
PXA.AX,,Market Price,2025-01-15 15:52:31.906149123+11:00,Trade,13.05,10.0,12.996498,,13.03,414.0,,13.05,969.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:31.781000000,2025-01-15,^,12.74,13.06,12.7,1446224.335
PXA.AX,,Market Price,2025-01-15 15:52:37.301432084+11:00,Trade,13.045,25.0,12.996509,,13.04,240.0,,13.05,690.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],04:52:37.178000000,2025-01-15,v,12.74,13.06,12.7,1446550.46
PXA.AX,,Market Price,2025-01-15 15:52:37.316389183+11:00,Trade,13.05,4.0,12.996511,,13.04,257.0,,13.05,690.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:37.190000000,2025-01-15,^,12.74,13.06,12.7,1446602.66
PXA.AX,,Market Price,2025-01-15 15:52:37.320508925+11:00,Trade,13.05,3.0,12.996513,,13.04,257.0,,13.05,686.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:37.197000000,2025-01-15,^,12.74,13.06,12.7,1446641.81
PXA.AX,,Market Price,2025-01-15 15:52:37.415488104+11:00,Trade,13.04,80.0,12.996544,,13.04,257.0,,13.05,683.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:37.292000000,2025-01-15,v,12.74,13.06,12.7,1447685.01
PXA.AX,,Market Price,2025-01-15 15:52:37.416061790+11:00,Trade,13.04,40.0,12.996559,,13.04,177.0,,13.05,683.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:37.293000000,2025-01-15,v,12.74,13.06,12.7,1448206.61
PXA.AX,,Market Price,2025-01-15 15:52:37.416061790+11:00,Trade,13.04,60.0,12.996583,,13.04,177.0,,13.05,683.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:37.293000000,2025-01-15,v,12.74,13.06,12.7,1448989.01
PXA.AX,,Market Price,2025-01-15 15:52:37.416061790+11:00,Trade,13.04,40.0,12.996598,,13.03,587.0,,13.05,683.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:37.293000000,2025-01-15,v,12.74,13.06,12.7,1449510.61
PXA.AX,,Market Price,2025-01-15 15:52:37.416061790+11:00,Trade,13.04,20.0,12.996606,,13.03,587.0,,13.05,683.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:37.293000000,2025-01-15,v,12.74,13.06,12.7,1449771.41
PXA.AX,,Market Price,2025-01-15 15:52:37.416061790+11:00,Trade,13.04,17.0,12.996613,,13.03,587.0,,13.05,683.0,S[ACT_FLAG1];XT[GV4_TEXT];XT[LSTSALCOND],04:52:37.293000000,2025-01-15,v,12.74,13.06,12.7,1449993.09
PXA.CHA,,Market Price,2025-01-15 15:52:37.419896159+11:00,Trade,13.04,20.0,12.9971,,13.04,20.0,,13.05,131.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:52:37.294484000,2025-01-15, ,12.9,13.06,12.9,271055.0
PXA.CHA,,Market Price,2025-01-15 15:52:37.419896159+11:00,Trade,13.04,20.0,12.9971,,13.03,400.0,,13.05,131.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:52:37.294484000,2025-01-15, ,12.9,13.06,12.9,271315.0
PXA.CHA,,Market Price,2025-01-15 15:52:37.423917929+11:00,Trade,13.04,39.0,12.9972,,13.03,400.0,,13.05,131.0,"S[GV4_TEXT];NBBO[TRD_IND_1];S[LSTSALCOND];S[CONDCODE_1];""OB   ""[TR_TRD_FLG]",04:52:37.299713000,2025-01-15, ,12.9,13.06,12.9,271824.0
PXA.AX,,Market Price,2025-01-15 15:52:37.720657633+11:00,Trade,13.04,10.0,12.996617,,13.04,10.0,,13.05,691.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:52:37.594000000,2025-01-15,v,12.74,13.06,12.7,1450123.49
PXA.AX,,Market Price,2025-01-15 15:52:39.265458659+11:00,Trade,13.04,10.0,12.99662,,13.03,467.0,,13.05,795.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],04:52:39.142000000,2025-01-15,v,12.74,13.06,12.7,1450253.89
PXA.AX,,Market Price,2025-01-15 15:52:40.320494474+11:00,Trade,13.04,9.0,12.996624,,13.03,467.0,,13.05,795.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],04:52:40.196000000,2025-01-15,v,12.74,13.06,12.7,1450371.25
PXA.AX,,Market Price,2025-01-15 15:53:17.480945+11:00,Trade,13.03,14.0,12.996628,,13.03,164.0,,13.04,100.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:53:17.357000000,2025-01-15,v,12.74,13.06,12.7,1450553.67
PXA.AX,,Market Price,2025-01-15 15:53:17.480945+11:00,Trade,13.03,61.0,12.996646,,13.03,164.0,,13.04,100.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:53:17.357000000,2025-01-15,v,12.74,13.06,12.7,1451348.5
PXA.AX,,Market Price,2025-01-15 15:53:17.480945+11:00,Trade,13.03,22.0,12.996653,,13.03,164.0,,13.04,100.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:53:17.357000000,2025-01-15,v,12.74,13.06,12.7,1451635.16
PXA.AX,,Market Price,2025-01-15 15:53:17.480945+11:00,Trade,13.03,45.0,12.996666,,13.03,1.0,,13.04,100.0,S[ACT_FLAG1];XT[GV4_TEXT];XT[LSTSALCOND],04:53:17.357000000,2025-01-15,v,12.74,13.06,12.7,1452221.51
PXA.AX,,Market Price,2025-01-15 15:53:17.480945+11:00,Trade,13.03,1.0,12.996667,,13.03,1.0,,13.04,100.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:53:17.357000000,2025-01-15,v,12.74,13.06,12.7,1452234.54
PXA.AX,,Market Price,2025-01-15 15:53:17.480945+11:00,Trade,13.03,20.0,12.996673,,13.02,613.0,,13.04,100.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:53:17.357000000,2025-01-15,v,12.74,13.06,12.7,1452495.14
PXA.AX,,Market Price,2025-01-15 15:53:17.480945+11:00,Trade,13.03,1.0,12.996673,,13.02,613.0,,13.04,100.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:53:17.358000000,2025-01-15,v,12.74,13.06,12.7,1452508.17
PXA.CHA,,Market Price,2025-01-15 15:53:17.483998677+11:00,Trade,13.03,20.0,12.9973,,13.03,9.0,,13.04,26.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];[CONDCODE_1];""OB   ""[TR_TRD_FLG]",04:53:17.358199000,2025-01-15,v,12.9,13.06,12.9,272085.0
PXA.CHA,,Market Price,2025-01-15 15:54:45.029661146+11:00,Trade,13.02,3.0,12.9973,,13.02,57.0,,13.03,123.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",04:54:44.903538000,2025-01-15,v,12.9,13.06,12.9,272124.0
PXA.AX,,Market Price,2025-01-15 15:55:15.780520416+11:00,Trade,13.02,3.0,12.996674,,13.02,195.0,,13.03,721.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:55:15.655000000,2025-01-15,v,12.74,13.06,12.7,1452547.23
PXA.AX,,Market Price,2025-01-15 15:55:15.781307196+11:00,Trade,13.02,6.0,12.996675,,13.02,186.0,,13.03,721.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:55:15.655000000,2025-01-15,v,12.74,13.06,12.7,1452625.35
PXA.AX,,Market Price,2025-01-15 15:55:33.175500848+11:00,Trade,13.025,37.0,12.996684,,13.02,186.0,,13.03,721.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],04:55:33.050000000,2025-01-15,^,12.74,13.06,12.7,1453107.275
PXA.AX,,Market Price,2025-01-15 15:55:33.200802707+11:00,Trade,13.03,100.0,12.996714,,13.02,209.0,,13.03,721.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:55:33.076000000,2025-01-15,^,12.74,13.06,12.7,1454410.275
PXA.AX,,Market Price,2025-01-15 15:55:33.200802707+11:00,Trade,13.03,25.0,12.996721,,13.02,209.0,,13.03,721.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:55:33.076000000,2025-01-15,^,12.74,13.06,12.7,1454736.025
PXA.AX,,Market Price,2025-01-15 15:55:33.200802707+11:00,Trade,13.03,60.0,12.996739,,13.02,209.0,,13.03,514.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:55:33.076000000,2025-01-15,^,12.74,13.06,12.7,1455517.825
PXA.AX,,Market Price,2025-01-15 15:55:33.200802707+11:00,Trade,13.03,22.0,12.996746,,13.02,209.0,,13.03,514.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:55:33.076000000,2025-01-15,^,12.74,13.06,12.7,1455804.485
PXA.AX,,Market Price,2025-01-15 15:55:34.685504831+11:00,Trade,13.03,15.0,12.99675,,13.02,382.0,,13.03,547.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],04:55:34.562000000,2025-01-15,^,12.74,13.06,12.7,1455999.935
